run,time_elapsed,device
0,1.1684837199991307,NVIDIA A100-SXM4-80GB
1,1.1432125230003294,NVIDIA A100-SXM4-80GB
2,1.1396725149988924,NVIDIA A100-SXM4-80GB
3,1.1414269739998417,NVIDIA A100-SXM4-80GB
4,1.1450750989988592,NVIDIA A100-SXM4-80GB
5,1.1489928430000873,NVIDIA A100-SXM4-80GB
6,1.1478785049985163,NVIDIA A100-SXM4-80GB
7,1.1400177989999065,NVIDIA A100-SXM4-80GB
8,1.1422827429996687,NVIDIA A100-SXM4-80GB
9,1.1445842850007466,NVIDIA A100-SXM4-80GB
