run,time_elapsed,device
0,1.0139078311622143,Tesla V100-SXM2-32GB
1,1.0243915598839521,Tesla V100-SXM2-32GB
2,0.9871774092316628,Tesla V100-SXM2-32GB
3,1.0067205410450697,Tesla V100-SXM2-32GB
4,0.9940158762037754,Tesla V100-SXM2-32GB
5,0.9879170712083578,Tesla V100-SXM2-32GB
6,0.995025996118784,Tesla V100-SXM2-32GB
7,0.997700646519661,Tesla V100-SXM2-32GB
8,0.9936475344002247,Tesla V100-SXM2-32GB
9,0.9951042756438255,Tesla V100-SXM2-32GB
